national_dex_number,form_order,key,form_key,name,kana,type1,type2,h,a,b,c,d,s,image_url
917,0,tarountula,default,タマンチュラ,たまんちゅら,むし,,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png
918,0,spidops,default,ワナイダー,わないだー,むし,,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png
919,0,nymble,default,マメバッタ,まめばった,むし,,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png
920,0,lokix,default,エクスレッグ,えくすれっぐ,むし,あく,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
921,0,pawmi,default,パモ,ぱも,でんき,,45,50,20,40,25,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png
922,0,pawmo,default,パモット,ぱもっと,でんき,かくとう,60,75,40,50,40,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png
923,0,pawmot,default,パーモット,ぱーもっと,でんき,かくとう,70,115,70,70,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png
924,0,tandemaus,default,ワッカネズミ,わっかねずみ,ノーマル,,50,50,45,40,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png
925,0,maushold,default,イッカネズミ,いっかねずみ,ノーマル,,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
925,1,maushold,family-of-three,イッカネズミ（family-of-three）,いっかねずみ（family-of-three）,ノーマル,,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10257.png
926,0,fidough,default,パピモッチ,ぱぴもっち,フェアリー,,37,55,70,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
927,0,dachsbun,default,バウッツェル,ばうっつぇる,フェアリー,,57,80,115,50,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
928,0,smoliv,default,ミニーブ,みにーぶ,くさ,ノーマル,41,35,45,58,51,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png
929,0,dolliv,default,オリーニョ,おりーにょ,くさ,ノーマル,52,53,60,78,78,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
930,0,arboliva,default,オリーヴァ,おりーヴぁ,くさ,ノーマル,78,69,90,125,109,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png
931,0,squawkabilly,default,イキリンコ,いきりんこ,ノーマル,ひこう,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png
931,1,squawkabilly,blue-plumage,イキリンコ（blue-plumage）,いきりんこ（blue-plumage）,ノーマル,ひこう,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10260.png
931,2,squawkabilly,yellow-plumage,イキリンコ（yellow-plumage）,いきりんこ（yellow-plumage）,ノーマル,ひこう,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10261.png
931,3,squawkabilly,white-plumage,イキリンコ（white-plumage）,いきりんこ（white-plumage）,ノーマル,ひこう,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10262.png
932,0,nacli,default,コジオ,こじお,いわ,,55,55,75,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png
933,0,naclstack,default,ジオヅム,じおづむ,いわ,,60,60,100,35,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png
934,0,garganacl,default,キョジオーン,きょじおーん,いわ,,100,100,130,45,90,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
935,0,charcadet,default,カルボウ,かるぼう,ほのお,,40,50,40,50,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
936,0,armarouge,default,グレンアルマ,ぐれんあるま,ほのお,エスパー,85,60,100,125,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png
937,0,ceruledge,default,ソウブレイズ,そうぶれいず,ほのお,ゴースト,75,125,80,60,100,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
938,0,tadbulb,default,ズピカ,ずぴか,でんき,,61,31,41,59,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png
939,0,bellibolt,default,ハラバリー,はらばりー,でんき,,109,64,91,103,83,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png
940,0,wattrel,default,カイデン,かいでん,でんき,ひこう,40,40,35,55,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png
941,0,kilowattrel,default,タイカイデン,たいかいでん,でんき,ひこう,70,70,60,105,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
942,0,maschiff,default,オラチフ,おらちふ,あく,,60,78,60,40,51,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
943,0,mabosstiff,default,マフィティフ,まふぃてぃふ,あく,,80,120,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
944,0,shroodle,default,シルシュルー,しるしゅるー,どく,ノーマル,40,65,35,40,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png
945,0,grafaiai,default,タギングル,たぎんぐる,どく,ノーマル,63,95,65,80,72,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
946,0,bramblin,default,アノクサ,あのくさ,くさ,ゴースト,40,65,30,45,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png
947,0,brambleghast,default,アノホラグサ,あのほらぐさ,くさ,ゴースト,55,115,70,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png
948,0,toedscool,default,ノノクラゲ,ののくらげ,じめん,くさ,40,40,35,50,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png
949,0,toedscruel,default,リククラゲ,りくくらげ,じめん,くさ,80,70,65,80,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png
950,0,klawf,default,ガケガニ,がけがに,いわ,,70,100,115,35,55,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
951,0,capsakid,default,カプサイジ,かぷさいじ,くさ,,50,62,40,62,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
952,0,scovillain,default,スコヴィラン,すこヴぃらん,くさ,ほのお,65,108,65,108,65,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png
952,1,scovillain,mega,スコヴィラン（メガシンカ）,すこヴぃらん（めがしんか）,くさ,ほのお,65,138,85,138,85,75,
953,0,rellor,default,シガロコ,しがろこ,むし,,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png
954,0,rabsca,default,ベラカス,べらかす,むし,エスパー,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png
955,0,flittle,default,ヒラヒナ,ひらひな,エスパー,,30,35,30,55,30,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
956,0,espathra,default,クエスパトラ,くえすぱとら,エスパー,,95,60,60,101,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
957,0,tinkatink,default,カヌチャン,かぬちゃん,フェアリー,はがね,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
958,0,tinkatuff,default,ナカヌチャン,なかぬちゃん,フェアリー,はがね,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
959,0,tinkaton,default,デカヌチャン,でかぬちゃん,フェアリー,はがね,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
960,0,wiglett,default,ウミディグダ,うみでぃぐだ,みず,,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
961,0,wugtrio,default,ウミトリオ,うみとりお,みず,,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
962,0,bombirdier,default,オトシドリ,おとしどり,ひこう,あく,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
963,0,finizen,default,ナミイルカ,なみいるか,みず,,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
964,0,palafin,default,イルカマン,いるかまん,みず,,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
964,1,palafin,hero,イルカマン（hero）,いるかまん（hero）,みず,,100,160,97,106,87,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10256.png
965,0,varoom,default,ブロロン,ぶろろん,はがね,どく,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
966,0,revavroom,default,ブロロローム,ぶろろろーむ,はがね,どく,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
967,0,cyclizar,default,モトトカゲ,もととかげ,ドラゴン,ノーマル,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
968,0,orthworm,default,ミミズズ,みみずず,はがね,,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
969,0,glimmet,default,キラーメ,きらーめ,いわ,どく,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
970,0,glimmora,default,キラフロル,きらふろる,いわ,どく,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
970,1,glimmora,mega,キラフロル（メガシンカ）,きらふろる（めがしんか）,いわ,どく,83,90,105,150,96,101,
971,0,greavard,default,ボチ,ぼち,ゴースト,,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
972,0,houndstone,default,ハカドッグ,はかどっぐ,ゴースト,,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
973,0,flamigo,default,カラミンゴ,からみんご,ひこう,かくとう,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
974,0,cetoddle,default,アルクジラ,あるくじら,こおり,,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
975,0,cetitan,default,ハルクジラ,はるくじら,こおり,,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
976,0,veluza,default,ミガルーサ,みがるーさ,みず,エスパー,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
977,0,dondozo,default,ヘイラッシャ,へいらっしゃ,みず,,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
978,0,tatsugiri,default,シャリタツ,しゃりたつ,ドラゴン,みず,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
978,1,tatsugiri,droopy,シャリタツ（droopy）,しゃりたつ（droopy）,ドラゴン,みず,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10258.png
978,2,tatsugiri,stretchy,シャリタツ（stretchy）,しゃりたつ（stretchy）,ドラゴン,みず,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10259.png
978,3,tatsugiri,curly-mega,シャリタツ（curly-mega）,しゃりたつ（curly-mega）,ドラゴン,みず,68,65,90,135,125,92,
978,4,tatsugiri,droopy-mega,シャリタツ（droopy-mega）,しゃりたつ（droopy-mega）,ドラゴン,みず,68,65,90,135,125,92,
978,5,tatsugiri,stretchy-mega,シャリタツ（stretchy-mega）,しゃりたつ（stretchy-mega）,ドラゴン,みず,68,65,90,135,125,92,
979,0,annihilape,default,コノヨザル,このよざる,かくとう,ゴースト,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
980,0,clodsire,default,ドオー,どおー,どく,じめん,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
981,0,farigiraf,default,リキキリン,りききりん,ノーマル,エスパー,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
982,0,dudunsparce,default,ノココッチ,のここっち,ノーマル,,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
982,1,dudunsparce,three-segment,ノココッチ（three-segment）,のここっち（three-segment）,ノーマル,,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png
983,0,kingambit,default,ドドゲザン,どどげざん,あく,はがね,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
984,0,great-tusk,default,イダイナキバ,いだいなきば,じめん,かくとう,115,131,131,53,53,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
985,0,scream-tail,default,サケブシッポ,さけぶしっぽ,フェアリー,エスパー,115,65,99,65,115,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
986,0,brute-bonnet,default,アラブルタケ,あらぶるたけ,くさ,あく,111,127,99,79,99,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
987,0,flutter-mane,default,ハバタクカミ,はばたくかみ,ゴースト,フェアリー,55,55,55,135,135,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
988,0,slither-wing,default,チヲハウハネ,ちをはうはね,むし,かくとう,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
989,0,sandy-shocks,default,スナノケガワ,すなのけがわ,でんき,じめん,85,81,97,121,85,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
990,0,iron-treads,default,テツノワダチ,てつのわだち,じめん,はがね,90,112,120,72,70,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
991,0,iron-bundle,default,テツノツツミ,てつのつつみ,こおり,みず,56,80,114,124,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
992,0,iron-hands,default,テツノカイナ,てつのかいな,かくとう,でんき,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
993,0,iron-jugulis,default,テツノコウベ,てつのこうべ,あく,ひこう,94,80,86,122,80,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
994,0,iron-moth,default,テツノドクガ,てつのどくが,ほのお,どく,80,70,60,140,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
995,0,iron-thorns,default,テツノイバラ,てつのいばら,いわ,でんき,100,134,110,70,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
996,0,frigibax,default,セビエ,せびえ,ドラゴン,こおり,65,75,45,35,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
997,0,arctibax,default,セゴール,せごーる,ドラゴン,こおり,90,95,66,45,65,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
998,0,baxcalibur,default,セグレイブ,せぐれいぶ,ドラゴン,こおり,115,145,92,75,86,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
998,1,baxcalibur,mega,セグレイブ（メガシンカ）,せぐれいぶ（めがしんか）,ドラゴン,こおり,115,175,117,105,101,87,
